first_name,last_name,street_number,address_1,address_2,town,zipcode,state,date_of_birth,age,phone_number,soc_sec_id
emma,clarke,29,noongale court,wangaya,balwyn north,2731,nsw,19320119,28.0,07 55561088,9728917
jessie,colquhoun,9,gorrie close,,bundaberg,5372,sa,19920515,,03 08605178,5667858
joshua,mcneill,6,pelham close,,monbulk,3777,vic,19320322,31.0,03 46541366,7944587
chase,lyden,3,enid lorimer circuit,brokenspoke,anula,6021,vic,19710223,35.0,07 18269727,4635366
liam,lissner,84,percy crescent,,daisy hill,2190,,19381224,21.0,02 24602200,5054951
timara,rizzo,13,hedland circuit,,hoppers crossing,6330,,19250803,,07 30810884,3904762
julia,george,2,boddington crescent,,colac,3070,nsw,19540716,10.0,02 19208932,8481481
jessica,fittock,93,william webb drive,,camperdown,6056,nsw,19951126,31.0,07 87065918,8430193
lauren,preseren,13,atherton street,,brighton,3931,nsw,,34.0,08 56543288,2495386
jake,bladel,60,keats place,,cowra,4860,nsw,19620716,41.0,08 27257979,8728823
gillian,dudley,30,powell street,,springwood,2830,qld,19910210,30.0,07 36637994,3720862
nicholas,white,16,rentoul place,,winchelsea,3280,vic,19851017,5.0,08 39196306,4418721
joshua,godfrey,9,mareeba street,,oakleigh,2112,nsw,19500119,21.0,08 40346027,7423070
caitlyn,scharner,10,ulverstone street,sunningdale farm,blackheath,5158,vic,19350921,27.0,02 83455432,4496196
shelby,baynes,39,pearson place,captains creek,pimlico,6168,nsw,19520912,40.0,02 00072477,5013829
dominic,manson,3,macrossan crescent,fernbank,brighton,2428,sa,19241209,33.0,07 73369683,8087530
taylah,walls,52,stuart street,glenview,eastwood,2443,wa,19720920,34.0,03 89758159,5300258
zali,dixon,16,mather street,anzac house (cnr archer s street,deagon,3766,qld,19420403,26.0,,9746469
ethan,malpas,17,donnelly road,,altona north,4350,vic,19980306,29.0,08 96355408,1553867
imogen,garcia,27,carron street,waddi,jewells,2902,nsw,19090503,26.0,04 50783556,2965090
laura,kammermann,681,atherton street,,revesby,2615,nsw,19540223,35.0,08 87106861,9217468
jackson,buhagiar,131,fortescue place,villa 3,smithfield plains,3163,nsw,19541228,42.0,08 11548151,3075622
emiily,reid,45,,inverwood,beaumaris,4114,qld,,9.0,03 56588633,7060266
isabella,herbert,4,,,parramatta,7011,wa,19560622,,02 29132454,2514938
tess,dinon,14,fincham crescent,,lilydale,3108,vic,19410106,,02 70025080,4053966
caitlin,webb,426,hawker street,lemnos,emu plains,2204,nsw,19351121,13.0,04 39681983,9036280
dylan,berry,158,balamara street,,ulladulla,2541,nsw,,30.0,02 01492193,2278332
melinda,rankine,20,jerrabomberra avenue,burtons lookout,clayfield,4165,act,19371216,25.0,08 29179316,9097859
vanessa,grzesniak,30,rose scott circuit,northpoint,shoalwater,2035,,19940824,28.0,03 36900291,8339486
julia,gilbertson,78,murranji street,,kuraby,2829,,19451112,9.0,07 92899021,8267633
benjamin,ryan,26,bynoe place,,thornbury,5069,vic,19980115,34.0,03 07641271,1542192
tenille,rutkiewicz,26,mackenzie street,,blackmans bay,3056,nsw,19151218,31.0,02 85104580,8914110
georgia,abourjeili,8,duterrau crescent,,windang,2199,vic,19620904,37.0,03 33532663,6555396
savannah,wurm,8,woralul street,,barrack heights,4670,nsw,,33.0,04 31467642,4226311
emma,pegg,66,grant crescent,kelman vineyard,newstead,4210,qld,19940708,,08 12640956,4303022
carla,elphick,9,mather street,,pakenham,5063,nsw,19500729,40.0,04 98818292,2511145
caitlin,morcom,16,box hill avenue,,blacktown,4719,qld,19940408,26.0,02 82322996,3749200
tom,white,28,grampians street,,hawthorn,0822,wa,19990105,36.0,04 14576538,7694515
rachel,pulford,12,fuhrman street,corunna,koongal,5037,,19790811,37.0,07 37123246,4889151
jake,clarke,16,,,boondall,5608,,19190917,35.0,03 24467159,3138409
alana,nguyen,330,sturgeon street,blue haven village,mount gravatt,,qld,,12.0,02 73275707,6232414
nicola,manzie,38,fairbridge crescent,,newbridge,3175,qld,19480914,30.0,04 32391345,5415813
nicholas,coulson,820,hale place,,springwood,2795,vic,,36.0,08 33886978,3005575
jack,green,32,pocket avenue,,poowong north,3042,,19630811,24.0,04 45303658,3588543
,,67,manning street,,bundaberg,2800,wa,19090104,10.0,04 07606389,7286663
talia,newbound,10,clive steele avenue,,purga,2460,sa,19680418,31.0,02 26520379,2769101
amy,coulson,65,nambucca street,finis river,kingsford,2650,vic,19571226,28.0,07 45519714,8131456
arabella,bottroff,87,traeger street,st john of god hospital,oonoonba,3085,nsw,19740914,21.0,07 90057530,2487830
bianca,steed,26,macleay street,dooralong valley,,4461,nsw,19511013,,02 00176599,1590301
tiahnee,kammerman,51,lyall crescent,,glenmore park,4165,sa,19390227,28.0,02 41529652,4338486
anthony,vincent,12,mckinley circuit,wildwoods,ashfield,2155,vic,19870805,31.0,07 35598112,9746345
samantha,green,117,maribyrnong avenue,mindaree,ellalong,3142,wa,19930916,,07 40329679,6944099
christopher,aiston,4,burdekin street,,woollahra,2560,sa,19490511,28.0,03 90245019,2952044
caitlin,thorpe,18,olympus way,,geelong west,5032,qld,19600905,,02 06198032,6292664
nathan,waller,446,,,mckinnon,2830,nsw,19981016,27.0,02 80972000,6711985
jesse,goldsworthy,29,crace street,,joondanna,3021,,19020213,33.0,04 02458080,9542366
mitchell,shepherd,5,mehaffey crescent,kimberley,yorkeys knob,4215,nsw,19330628,,02 85088935,6288172
lara,mccarthy,1373,kurrama close,,pakenham,4106,vic,,32.0,07 89563261,5681208
william,galazowski,2,wanderer court,st columbus retirement centre,nambour,2780,qld,19450510,29.0,03 67288809,4799672
kierra,longo,63,selwyn street,,mackay north,3714,nsw,19420404,12.0,08 91131364,5565209
amaya,brazzalotto,8,,graylands,cloverdale,4570,qld,19161205,36.0,07 94047395,4972892
andrew,bellchambers,30,beaumont close,,mount gravatt,7052,qld,19790415,25.0,04 97649135,8969378
,purdon,2,verbrugghen street,,holden hill,6401,nsw,19830919,34.0,08 97736928,7586878
kailey,maynard,210,groom street,,whalan,2298,tas,19420903,37.0,07 75569278,9667058
liam,lobert,42,hopetoun circuit,,altona north,5167,nsw,19420120,29.0,03 26503115,3057104
taylor,mamarika,48,hampton circuit,dejarra,marion,3136,wa,19870908,26.0,07 28040312,7702234
rosie,gaskin,30,duffy street,,vaucluse,2650,nsw,19900330,27.0,08 21770341,4161786
kathleen,lowe,74,osburn drive,four posts,yamsion,2026,nsw,19580929,,08 50104780,6051610
polly,clarke,5,jacka crescent,,,2282,vic,19550609,32.0,07 85480622,1204659
phoenix,mccarthy,10,bokhara circuit,,camira,6152,vic,19390401,26.0,08 82947537,6497795
liam,priest,7,uriarra road,,mona vale,3429,sa,19181004,35.0,07 90854558,7311904
lachlan,campbell,254,,,eastwood,3030,,19940822,33.0,04 25237394,7443893
stephanie,green,152,freda gibson circuit,harpers bridge,new town,3205,qld,19210915,36.0,02 19257345,4992114
aidan,covino,182,macrossan crescent,,paddington,5044,nsw,19191123,37.0,03 12781562,2269602
john,daviess,2,ayers fowler street,calvery specialist clinic,penshurst,3171,vic,19020427,,04 31014949,8369783
matthew,tu,73,musgrave street,,abbotsford,7250,qld,19400319,,04 84139065,5668292
dylan,cursley,12,knoke avenue,,macgregor,3127,nsw,,33.0,04 71046750,8456066
caitlin,ho,675,hawdon street,,glenelg south,4812,sa,,37.0,03 89570808,7165933
connor,regalado,62,chapman street,heatherdale,tomakin,3338,nt,19810824,34.0,08 98358640,2025117
nicholas,matson,6,mockridge crescent,,coonawarra,2119,vic,19950408,,07 41061416,5795607
april,rivers,150,krichauff street,,south west rocks,2607,nsw,19461108,27.0,07 12489112,1880795
sophie,denholm,7,pryor place,,buninyong,2500,vic,19671023,22.0,,5447054
sarah,burn-adams,16,moorhouse street,brentwood vlge,valley view,2304,nsw,19340404,27.0,08 41693433,9392374
zane,mcelhinney,511,shand place,,ardlethan,7009,wa,19300421,27.0,07 69723249,5479188
felicity,denness,25,burrinjuck crescent,,lindfield,5069,vic,19530522,,02 95687612,5038676
jessica,,86,bosworth circuit,,balwyn north,7052,qld,19570804,31.0,03 26358199,7597804
jessica,ladaniwskyj,27,rutledge place,kalang,kelmscott,3084,qld,19160805,27.0,03 03131251,6240107
francesco,sandman,22,fernyhough crescent,woodport retrmnt vlge,kings park,6157,wa,19600924,35.0,03 17975155,9728751
anastasia,papageorgiou,15,elliott street,neretva,charmhaven,6157,nsw,19670428,32.0,07 06649803,2998448
ellen,green,27,blakey close,,ingleside,3173,nsw,19360108,40.0,08 68986108,6645816
oscar,beaty,180,captain cook crescent,,rosslyn park,6054,,19530522,33.0,02 23914456,7103100
monique,morrison,8,nelumbo street,,east fremantle,0820,vic,19870528,10.0,02 27235343,8093366
tyler,dmytriw,42,monkman street,,seddon west,2036,vic,19030923,,,2460335
kyle,mainsbridge,14,johnstone circuit,thorndale,the basin,4350,nsw,19480312,31.0,08 29641720,9249240
chloe,leslie,11,bogan place,glenfenzie,beaumaris,3121,wa,19440304,,04 99518352,5014689
max,zimmermann,88,purser street,robboview,wendouree,4174,nsw,19880127,29.0,08 20615326,6158557
cameron,schlezak,1,brunswick circuit,,preston,4183,nsw,19710420,,07 64724442,1488249
nicole,ikonomou,169,newman crescent,,bawley point,2154,vic,19210313,25.0,03 51865658,5747051
gabrielle,norrison,45,hensman street,,cook,5600,nsw,19540411,29.0,07 88227592,2876438
michael,white,5,davidson street,,broken hill,2799,qld,19731216,,04 95373713,2633162
emiily,dudgeon,7,lockyer street,,seven hills,3939,,19270329,28.0,04 42398972,2038451
danielle,schembri,3,chandler street,,brighton,3130,sa,19621116,26.0,02 49419355,1336787
jye,clarke,4,holyman street,the mall,burnside,2038,nsw,19550711,27.0,04 57095291,8598196
arabella,saul,17,leahy close,umavale,clifton springs,3629,vic,19751209,37.0,08 99170101,5773868
emiily,wharmby,57,sheehan street,the lodge,woollahra,4849,sa,19041108,28.0,08 23891140,2283954
alessandria,blewett,219,wheeler crescent,peppermint springs bendoc,deagon,2068,qld,19071004,27.0,02 50848585,9915737
kayla,blake,14,cowdery place,kialba,bethanga,4280,wa,,,,9710048
mitchell,rothe,18,windich street,,bundeena,3149,vic,19280908,32.0,03 23681841,4182360
joshua,green,12,jane price crescent,,camperdown,2021,vic,19470319,37.0,02 37459417,2337423
stephanie,clarke,19,scarborough street,jetty village,nambour,6149,nsw,19040401,29.0,02 04814855,9952792
maya,scheringer,39,,glenumbral,rowville,3151,nsw,19870914,30.0,03 09278159,3654525
bella,tapper,2,dougharty place,john flynn medical centre,proserpine,2230,nsw,19410827,,08 99796975,2994001
meg,durnin,39,casey crescent,colinhurst,andergrove,2440,,19000915,,08 41926565,7264966
jye,ryan,26,shackleton circuit,,ballarat,4670,vic,19960224,30.0,02 43064048,5120254
katharine,milburn,14,must circuit,,moorooka,3047,qld,19970203,28.0,02 46262283,5707766
miranda,white,21,becke place,glen mere,casino,2147,sa,19880901,27.0,08 61948875,1049271
jarod,godfrey,25,savige street,,aldinga beach,3840,vic,19770227,39.0,03 85298707,3342840
lily,mcnicholl,9,leichhardt street,,raceview,3148,sa,19990411,35.0,03 55262730,4539864
lachlan,campbell,2,meiklejohn place,,st ives,6450,vic,19581221,37.0,07 75293963,6125917
joshua,rivera,104,macfarland crescent,tahmoor,ingleburn,3163,nsw,19680904,24.0,08 67380543,1585602
calvin,lutz,67,kett street,fiveways,scarborough,4300,vic,19510325,44.0,02 66639499,9762821
sebastian,inveen,40,banner street,redlands,hawthorn,2075,nsw,19530315,28.0,08 73159517,5473401
patrick,simonetti,225,outtrim avenue,,balwyn north,4012,wa,19530426,25.0,07 06655031,4971758
oliver,gold,17,wilkins street,,matraville,6053,vic,,28.0,03 95515215,2789797
lily,pastore,63,cann close,maroochy river cvn park,new farm,4018,nsw,19331201,27.0,03 42186095,6656880
tyler,white,13,hackett garden,,swan view,7315,wa,,38.0,04 82565245,5316538
michael,reid,150,dines place,,rollingstone,4220,vic,19950326,39.0,02 54445085,4007926
joel,goonan,13,belconnen way,alcarana,marulan,4626,vic,19100629,29.0,02 84183802,3826654
,,26,starke street,,floreat,6061,,19710218,32.0,03 98073835,8340771
meagan,spark,15,mcwhae circuit,apt 2005,lamington,2298,vic,19820715,35.0,04 73608679,7112870
tylah,peiker,47,jalanga crescent,,east maitland,3073,nsw,19250702,33.0,07 65010814,9230085
isabelle,mosmondor,27,latchford street,australia fair medical west centre,nowra,4405,tas,19370304,34.0,03 89055349,7971781
taylah,lloydd-wright,67,ironbark crescent,tinbidgeree,thornlie,3011,vic,19100426,31.0,03 15666684,3182682
joshua,nguyen,4,cabarita terrace,yarrowee,summer hill,2340,qld,19320809,27.0,03 82974117,4538680
emma,dreckow,306,kirkland circuit,kay's place,,4650,nsw,19210712,26.0,03 90942158,6645419
tara,mccarthy,14,nulsen circuit,,mulgrave east,2913,vic,19290527,11.0,04 04697339,1756981
justin,miles,32,boolimba crescent,,highbury,3351,sa,19600815,28.0,07 70341350,7145087
cooper,nguyen,2,hanretty place,,st peters,5109,nsw,19820422,12.0,08 93003223,7443260
nathan,dibben,24,gair place,turon park,park holme,3903,nsw,19460324,40.0,08 34957390,1391322
melissa,ryan,8,crisp circuit,karsul,inglewood,4068,qld,19690209,28.0,02 43162617,8002957
sophie,siganto,46,elliott street,,,2283,vic,,,08 14379006,6787264
jairus,lambropoulos,1,sid barnes crescent,koonongal,coldstream,4020,,19590524,8.0,07 57416840,8702700
antonio,webb,6,cumpston place,,grass valley,2617,wa,19930112,32.0,07 87828411,2160662
anika,eayrs,64,officer crescent,,diggers rest,2641,act,,26.0,03 30198611,2120436
abby,gillard,3,seaborn place,,thornlie,3079,sa,19210322,24.0,07 33997863,6859625
,dohse,434,slessor crescent,,mount hutton,4670,vic,,34.0,08 30252813,8437514
benjamin,curry,12,ashcroft crescent,,wellington point,3006,vic,19390129,27.0,03 79780933,2049032
lara,george,7,tauchert street,,st kilda,2760,vic,19270108,21.0,08 32721479,5568209
samuel,santi,6,sentry crescent,berkeley village,greensborough,6122,vic,19750528,30.0,03 94756699,6741953
kazuki,white,39,maitland street,,bridgewater,4702,vic,19210810,23.0,03 20915760,6650613
adele,carmody,,goyder street,geekabee,killawarra,4285,act,19460823,,07 15699530,7560549
daniel,riddoch,56,etheridge street,,semaphore park,3280,wa,19300205,25.0,07 92153104,8535231
nicholas,koivisto,60,barsdell place,,hoppers crossing,2113,qld,19101103,8.0,08 51798949,4948662
eden,schuster,49,giblin street,,padstow,3761,wa,19360630,23.0,08 54973211,4046720
emma,thurlow,30,maddison close,grasmere park,whitfield,5013,qld,19530316,32.0,07 72689279,2594360
indiana,stanley,9,crichton crescent,,kialla east,7054,act,19681110,,08 01044687,2366911
jemma,ma,111,khull crescent,,bondi junction,3121,vic,19480919,10.0,03 58675909,7680827
isabella,shoebridge,6,rule street,mountview,wantirna,2450,sa,19630613,,04 20962158,5367851
sophie,hare,37,sherbrooke street,riverside park,seaforth,4352,wa,19860826,33.0,04 39744591,3865002
ella,jolly,4,crisp circuit,nestor,benowa,4385,qld,19500707,,04 23601760,6176265
keegan,herbert,54,dunbar street,dutch care hostel,como,3199,qld,,30.0,,8854365
chloe,,77,donnison place,the gums,coombabah,3130,qld,19720403,33.0,02 08049760,7890593
blade,schumann,32,phillis place,,northbridge,7250,qld,19821003,,04 62010736,3865662
jessica,mccarthy,20,chauvel street,,albury,2155,qld,19190502,37.0,04 98019392,8161324
liam,joraslafsky,32,cashion court,ulva,corowa,2470,sa,19800807,37.0,04 44272027,4062545
jacob,bunt,3,hopetoun circuit,kinjibi,belrose,4022,nsw,19240227,31.0,03 23750133,2875878
jack,mcphie,78,wise street,cranbrook,kedron,3139,vic,19010705,30.0,03 53243967,8847853
mia,mahon,8,gruner street,,whittington,4503,vic,19220406,38.0,02 59214523,5065777
charlotte,coppola,20,corinna street,tranquility gdns,o'sullivan beach,2615,vic,19610809,29.0,03 79986256,6351115
kristen,kratschmer,106,fred johns crescent,,cabramatta,6707,vic,19320704,,02 39762434,3646732
elizabeth,rudd,10,gregson place,tathra river est,panorama,2370,sa,,30.0,03 45417681,6225390
micah,reimer,27,ulm street,,cronulla,4306,vic,19630405,28.0,04 87655576,7227549
nicholas,ottens,7,shackleton circuit,,kilcoy,5167,vic,19900721,,03 37712627,2363393
hayley,lombardi,26,forwood street,,witchcliffe,2210,wa,19750801,28.0,02 84580955,4920588
oliver,ayres,25,hallstrom circuit,,st albans,5159,vic,19340505,,04 86255493,5381900
jemma,webb,1236,temperley street,,deniliquin,5401,vic,19410924,,08 69516594,7788601
katherine,dumetz,16,glencross street,,east maitland,2173,qld,,35.0,03 28288356,8349704
tabitha,riddell,2,macumba place,summer hill lodge,paddington,2830,nsw,19270824,23.0,02 83618329,7856836
ruby,spicer,17,monaro crescent,,mansfield,2560,nsw,19891208,8.0,03 97921786,3430460
harry,cochrane,12,du faur street,,adamstown,3133,,19010205,11.0,02 12074321,4700648
fiona,loukopoulos,12,ijong street,rocklea,frankston,4740,,19961110,,07 68601067,1942986
nicholas,mounce,17,biraban place,tranquility gdns,bundaberg,6153,,19950107,30.0,02 94343973,3804897
james,bordin,3,mcclelland avenue,mosman park,dongara,3021,nsw,19270902,28.0,02 43309322,3562182
dayna,le lievre,11,staaten crescent,phillip island,st albans,4870,nsw,19691127,33.0,04 76895299,9011681
carly,gully,18,biffin street,,geurie,2077,qld,19781208,20.0,07 04976490,4704738
jayden,brokenshire,8,smiths road,,raleigh,2287,vic,,30.0,03 37917750,8938686
imogen,bloomfield,38,freehill street,,kingaroy,2350,nsw,,37.0,07 60416386,1067788
nikita,miles,260,lambrigg street,,tin can bay,2607,nsw,19530528,31.0,03 58156483,3997814
alexa-rose,adair,4,wybalena grove,kalkarindji community,kirribilli,4680,act,19100213,23.0,03 26752333,3651563
kristo,benger,8,mclaren crescent,,mosman,4014,vic,,29.0,04 46868895,8762941
maya,matthews,7,longmore crescent,,keilor east,7267,qld,19781204,28.0,04 68960381,5723083
aidan,provan,33,wehl place,,woodville park,2530,qld,19320426,34.0,07 84410163,5536911
jock,,6,wedge crescent,camelot est,semaphore park,5012,nsw,19500412,37.0,08 32260266,9432294
,clarke,14,rivett street,st francis village,kelmscott,6149,sa,19790821,36.0,08 24635027,2755669
christopher,navarro,11,forwood street,,black rock,6210,vic,19100729,26.0,08 38636661,3391445
lachlan,lamprey,37,,,birkdale,2768,sa,19350201,38.0,03 89859983,1216919
grace,guymer,59,walker crescent,springdale,midland,5031,,19200505,25.0,04 44354674,6867316
danika,britten,123,finey close,,lalor,2344,nsw,19091120,29.0,02 84368143,3629375
catherine,glass,88,lawrence wackett crescent,hilltop hostel rowethorpe,cowra,3073,tas,19780929,30.0,02 12792339,1795712
charlie,cure,1,tanderra crescent,inglewood,numbugga,3266,qld,19200312,33.0,,6978828
samuel,marlow,48,damala street,,,2210,wa,19501213,19.0,08 99415135,9692164
sam,shepherd,14,builder crescent,glen arthur,wyong,3184,qld,,33.0,08 15974258,6457654
jasmine,mirkovic,44,marshall street,,east hills,6028,vic,19341021,29.0,03 02944961,9728530
indiana,petersen,1,macadam street,middle rock park,woodville south,6107,nsw,19380620,24.0,03 08235912,5571105
,clarke,13,godfrey street,,millgrove,5062,,,21.0,02 20658932,2046560
ethan,marris,314,tardent street,,blacktown,6210,nsw,19160511,32.0,02 98478093,5733309
madeline,paterson,18,cutlack street,,beenleigh,3215,qld,19670510,37.0,03 68494461,1106770
kayden,pegg,7,dookie street,,pallarenda,6233,vic,19470514,29.0,07 35393171,8732828
robert,white,44,pettifer place,,eastern heights,2045,vic,19811024,26.0,03 49039340,8743339
joel,white,20,byrne street,parklands village,south belmore,2286,,19170413,20.0,03 16138512,7426839
,webb,7,mack street,mini acres,bullarook,6450,tas,,,08 00276902,9973259
heath,toms,2,canaway place,,lake grace,2042,wa,19160307,,08 30595821,1781796
tarnia,fauser,51,lyster place,,cooloongup,4818,nsw,19170710,,08 56749622,6348135
sam,vroegop,1,bingley crescent,rosedale,campsie,2880,vic,19870818,21.0,07 59215667,1716293
alice,blows,156,streeton drive,rosetta village,albany creek,5062,nsw,19230331,33.0,04 80286022,7266582
teegan,piazza,6,couvreur street,,ingham,4650,nsw,19371104,32.0,07 39920910,5681395
jake,sarah,370,wattle street,suttor cottage,coolbellup,2226,vic,19280312,,07 04067560,4545540
sophie,,143,canning street,monkani,corio,3181,nsw,19320815,27.0,03 71705249,7384683
liam,dixon,22,chandler street,,parmelia,3851,nsw,19460806,,07 56477189,8651143
nicholas,treumer,13,ellenborough street,opal cove resort,buddina,4218,qld,19580105,27.0,03 49096029,8126341
katelyn,sushames,70,scarlett street,,norwood,2160,nsw,19900428,32.0,03 47081279,1717311
matilda,cowell,52,airey crescent,lawrence house,tweed heads,2230,,19860424,30.0,07 35155571,3910206
maddison,mcgregor,230,gleeson place,birrabilla,sorell,7330,nsw,19070127,,,6064227
charlotte,holer,2,frew close,,batemans bay,4740,qld,19071007,20.0,07 20526649,1473102
kelsey,cloke,19,wray place,,yarraville,2763,,19211230,22.0,02 44582182,6846131
olivia,chorny,28,lincoln close,,greenacre,3169,vic,19480426,,02 23502623,8184428
james,freeborn,94,fred lane crescent,,brighton,3151,sa,19230103,27.0,08 18156318,1899016
joseph,wilkey,32,cumpston place,wangaya,dural,6152,qld,19910413,31.0,03 10421554,4549491
claire,coleman,28,macgregor street,,bongaree,2603,qld,19790722,11.0,08 12262027,3496706
gianni,colquhoun,2,mcwhae circuit,,freemans reach,3073,qld,,,,9156342
maya,campbell,4,shipard place,cameroo,greensborough,4114,qld,19000404,37.0,02 41585328,5266094
daniel,neville,33,osburn drive,narada,devonport,2023,nsw,,30.0,02 41808282,7284198
grace,ruskin,4,roughley place,,nietta,0850,nsw,19070720,10.0,03 63134659,3105639
gabrielle,hassell,5,rainbow place,river oaks,lewiston,2333,vic,19590828,24.0,04 91745837,2899198
jamie,juric,32,lambrigg street,baldivis estate,wangaratta,3825,nsw,19590502,36.0,08 42266645,2082469
kieren,menzies,15,nangor street,,o'malley,3127,qld,19990902,27.0,02 79908740,1249738
brooke,matthews,6,dodwell street,,murray bridge,2047,wa,19610707,36.0,02 62429525,3068774
georgia,matthews,4,kanbi place,,killara,6082,nsw,19900829,25.0,,9467997
emma,britten,4,mugga way,,north beach,2211,wa,19150617,42.0,02 42401723,9558945
xepheren,white,71,lowanna street,,western gardens,4670,nsw,19350408,,07 17012366,1057285
grace,gwatking,33,groom street,ben hill,burleigh waters,0830,nsw,19850731,31.0,,8417756
jean-claude,gaskin,8,newman morris circuit,,marayong,4174,nsw,19340106,27.0,02 06421937,8561320
liam,orefice,96,,midway service station,oakleigh,7325,qld,19500926,32.0,07 96256334,1158145
mitchell,cebin,9,,,burwood east,2620,wa,19881001,30.0,07 03179890,1654783
micah,rees,,moorehead place,,cronulla,3135,wa,19191105,29.0,07 95787110,7650661
benjamin,d'emden,300,bingley crescent,,nicholls,5112,sa,19871212,41.0,08 37273460,6716242
emiily,mildren,,sprent street,cooloola farms,glen innes,2234,sa,19770507,,,1766942
jacob,stoffels,244,lexcen avenue,golden oaks village,marsfield,4006,nsw,19111121,,07 29581698,7368661
brianna,pantich,36,howe crescent,villa 255,greenwith,6064,nsw,19140403,,08 58529702,7263270
jake,green,4,kambalda crescent,,cressy,4817,wa,19060727,37.0,08 11767319,1834879
aidan,eyre,3,sullivan crescent,de cameron,taringa,5159,nt,19050306,25.0,07 77025534,2520220
isabelle,kammermann,25,o'neill street,,frankston,3033,nsw,19350619,,03 50034892,9654278
benjamin,beattie,39,singleton crescent,,low head,4114,,19250717,24.0,03 17502656,8331607
callum,white,5,mcdermott street,,yamba,2640,vic,19210802,,,1042824
katelyn,brooker,3,dore court,,carlingford,2850,wa,19060507,22.0,04 75960195,6216310
georgina,george,32,dunstan street,,lewiston,4700,nsw,19060218,26.0,08 87596148,8000813
andrew,large,16,,,emerald,5074,nsw,19450209,28.0,02 91163250,5060917
jasmine,campbell,37,atherton street,,coombabah,2780,sa,19340127,36.0,03 16247921,9852403
nicholas,painter,47,juwin street,,ballarat,2323,nsw,19130527,,08 03667468,5703640
oliver,westermann,,conigrave place,,orchid valley,5070,nsw,19370609,28.0,,9958458
james,conaghty,28,greenvale street,mooresley,daintree,5006,vic,19520121,30.0,07 98757302,9979681
hayden,ryan,71,wilshire street,,berkeley vale,3204,qld,19331023,,02 08400480,6426391
henry,,50,sabine close,kurrajong hills,brookfield,2500,vic,,29.0,07 32209128,6249118
braedon,della-verde,113,mckinley circuit,,st kilda east,2251,vic,19331105,31.0,04 99388691,9649075
sophie,kermeen,4,harrison road,the market place,corlette,,nsw,19980303,,03 43113988,6999456
ebony,green,348,esperance street,minjarra,alice springs,2300,nsw,19380920,28.0,04 21192033,4422906
brydon,herbert,2,mcburney crescent,ashley manor,safety bay,2428,wa,19620423,37.0,08 25434464,5591776
sienna,golder,5,taronga place,,tweed heads south,4670,,19450517,,04 70527063,1384634
ethan,hoffman,59,duffus place,tupelo,warriewood,5576,wa,19720222,13.0,04 19687053,6770391
james,wilkins,31,longstay caravan park,,fairlight,6155,vic,19690411,30.0,08 67997673,5199760
matisse,stapley,44,antis street,berkeley village,carrum,6147,nsw,19190806,38.0,,4526793
joshua,hignett,18,carey place,stonington,emerald,2141,nsw,19850127,,08 16386392,7100616
isabella,wynne,3,east place,walkabout palms,annandale,4214,nsw,19270522,,08 52665972,4004716
harrison,mccracken,1,blackburn street,,petrie,3153,sa,,10.0,03 87711742,3161806
lily,reid,78,hyde place,black creek,north bondi,6021,qld,19880422,12.0,08 40428244,3342767
abii,white,2,starritt place,greenhills,blacktown,2770,vic,19240926,20.0,02 19604365,4466687
shane,mitton,11,alabaster street,,findon,3142,qld,19231123,,07 53412550,5517553
ashleigh,berryman,94,mackay crescent,brentwood vlge,beaumaris,,wa,19600807,34.0,04 64050277,4690377
serena,mason,16,helemon street,,geraldton,5235,nsw,19700426,25.0,03 99696811,1052164
ty,petersen,5,jarvis place,,westmead,3015,nsw,19960311,32.0,07 04559501,8094247
madeline,afford,18,chippindall circuit,,raymond island,2448,wa,19701124,40.0,08 54881858,1989724
mitchell,morrison,8,basedow street,windy gully,mittagong,3088,nsw,19590406,,03 01647623,7968497
grayson,rabe,45,butterley place,,bunbury,3641,nsw,19430503,25.0,02 41474434,1813413
renai,de angelis,16,monaro crescent,pepin,conder,3909,qld,19121231,,02 50865534,6513916
talena,hilton,10,northbourne avenue,,page,7000,wa,19790802,37.0,02 45983475,5593131
carlin,xiong,15,clark place,glen rock,wangaratta,2136,vic,19140924,31.0,07 66401727,3454132
nathan,frahn,4,hussey cove,,camp hill,3200,nsw,19760601,23.0,07 42168431,2390878
joel,steane,14,bernacchi street,,kellyville,3149,sa,19600120,30.0,07 19167859,7115363
thomas,ayres,54,marengo place,,goongerah,5453,wa,19011004,,08 50882325,6777582
kaela,beams,13,ellenborough street,,wakeley,4133,vic,19090126,32.0,02 89611732,7979135
liam,lukosius,147,carbeen street,,tomakin,3031,nsw,19431114,32.0,03 10524642,1486171
sam,maynard,16,brophy street,,petrie,5046,nsw,19200911,12.0,07 21512582,3255815
kane,bernath,15,steffanoni circuit,rutherford lodge,moorooka,5342,nsw,19861229,36.0,04 94246513,2937979
briony,corbin,18,pennefather street,armidale hospital,portarlington,3226,nsw,19860513,28.0,03 84397912,5875159
richard,menzies,44,carnegie crescent,,south perth,5113,nsw,19310923,36.0,08 09262835,5352122
marleigh,dixon,84,symers street,,lake clifton,2617,nsw,19670611,31.0,02 11234009,7577679
connor,wynne,17,french street,yarrimbah,blacktown,3658,vic,19590816,,08 38315488,7240548
talia,symmons,99,melrose drive,,hoppers crossing,3677,wa,19641012,25.0,08 50600632,2954001
noah,lowe,5,chase place,ferncliff,kogarah,3082,,19700330,21.0,08 33660279,3821932
